"CourseIdentifier","Subject","Number","Title","Credits","OrgUnitIdentifier","Type","Description","CIPCode"
"IT1001C","IT","1001C","COMPUTER APPS",3,"IT","Undergraduate","This course covers the use of the microcomputer ina professional environment with a focus on the innovative use of this technology. Students will use decision making tools to assist them in their work or personal environment (including assessing the opportunities and potential issues with the use of technology). The course focuses on technology; history of technology; components of the PC; the Internet; application software including spreadsheet, database, presentation, andWeb technologies. Ethical issues are discussed.",52.1201
"IT1050","IT","1050","FUNDAMENTALS OF INFO TECH",3,"IT","Undergraduate","This course is an introduction to the field of Information Technology including technology concepts, terminology, hardware components and software applications. Students will be introduced to and asked to apply basic skills in the core areas of information technology such as programming, database management, networking, systems administration, and web development and the basic research, problem solving and decision making skills required to be successful in this field. The course emphasizes the role of technical communication, project management, languages, tools, models and application architectures within the IT development process.",11.0401
"IT1080C","IT","1080C","COMPUTER NETWORKING",3,"IT","Undergraduate","The Computer Networking course explains, in a theoretical and practical framework, how communication occurs across a network. Students study such topics as computer/network hardware, network media, topologies, protocols, security, network architectures, IP addressing, and the Transmission Control Protocol/Internet Protocol (TCP/IP) model. Hands-on, active learning is required.",11.0401
"IT1081C","IT","1081C","SYSTEM ADMINISTRATION",3,"IT","Undergraduate","This course will provide the knowledge and hands-on skills necessary to manage a Local Area Network and its resources. Topics covered include directory services, server management, file and print services, and user/client administration in a heterogeneous operating system environment. Students will setup and manage a fully functioning computer network of systems. Hands-on active learning required - Prerequisite Definition: To take this course you must: Have taken the following Courses IT1050 min grade C-, or 18IT170 min grade C-, or 32IT170 min grade C-, or 28CS101 min grade C-, or 20IT170 min grade C-, or 34CIS178 min grade C-.",11.0401
"IT1090C","IT","1090C","COMPUTER PROGRAMMING I",3,"IT","Undergraduate","The course introduces students to object-oriented computer programming and problem solving. Students will learn about the basic elements of a computer program such as data types, basic control structures, graphical user interface, event-driven programming, and program debugging. Hands-on learning active learning required.",11.0201
"IT2020","IT","2020","IMPLICATIONS OF IT",3,"IT","Undergraduate","This course focuses on the impact brought upon our society by computers and its related technologies.Issues related to privacy, ethics, law, encryption, copyright, computer crimes, professional ethics and responsibilities will be critically examined.",11.0401
"IT2030C","IT","2030C","INFO SECURITY & ASSURANCE",3,"IT","Undergraduate","An introduction to the various technical and administrative aspects of information security and assurance. This course provides the foundation for understanding the key issues associated with protecting information assets, determining the levels of protection and response to security incidents, and designing a consistent, reasonable information security system, with appropriate intrusion detection and reporting features.",11.0401
"IT2040C","IT","2040C","FUNDAMENTALS OF WEB DEVELOPMT",3,"IT","Undergraduate","The course covers modern Web standards, well-formed and valid documents, Semantic XHTML/HTML, User-Centered Design of Static Web Sites, Styling and layout of Web documents with CSS, common tools for Web Site development. Emphasis is on coding syntactically correct Web documents using an engineering design perspective focused on functionality over visual design. Additionally, the course covers a variety of basic XML technologies for data representation and transformation. Hands-on active learning required.",11.0801
"IT2045C","IT","2045C","COMPUTER PROGRAMMING II",3,"IT","Undergraduate","This is the second course on Object-Oriented computer programming and problem solving. Students learn and practice Object Oriented concepts such as inheritance and polymorphism. The course will cover advanced topics such as threads, data structures, files, database and network application programming. Hands-on active learning required. - Prerequisite Definition: To take this course you must: Have taken the following Courses 32IT206 min grade C-, or IT1090C min grade C-, or 20IT206 min grade C-, or 28CS141 min grade C-,28CS142 min grade C-, or 18IT206 min grade C-, or 34CIS261 min grade C-.",11.0401
"IT2060C","IT","2060C","DATABASE MANAGEMENT I",3,"IT","Undergraduate","This is an introductory course to the technology used for database development. Topics include the key database concepts, writing queries to retrieve, insert, update, and delete data from databases, and additional database features. Enterprise database management system will be used. Hands-on active learning required",11.0401
"IT2090C","IT","2090C","OPEN SRC WEB DEV",3,"IT","Undergraduate","This course covers development of dynamic web sites using open source technologies. It will cover form processing, regular expressions, accessing files and directories, open source database back-end, managing state information, website deployment and error handling using an open source web scripting language. Hands-on active learning is required. Pre-Requisite: To take this course you must: Have taken the following Courses IT2040C min grade C-,IT2060C min grade C-.",11.0801
"IT2095C","IT","2095C","IT SOPH PROJECT",3,"IT","Undergraduate","This course is the culmination of all skills learned in the Information Technology classes in the associate degree program and is not intended to apply to the baccalaureate program in IT. The course provides an opportunity for students to useknowledge gained in previous Information Technology course work in implementing a comprehensive system project for an actual client.It serves as the capstone course for the associate's degree in information technology at Clermont. Pre-Requisite: To take this course you must: Have taken the following Course IT2090C min grade C-.",11.9999
"IT3020","IT","3020","SYSTEM ANALYSIS &  DESIGN",3,"IT","Undergraduate","A broad study of systems development life-cycle, from the initial stages of systems requirement analysis to the implementation of the system. Different techniques and methodologies in different development stages will be studied. Hands-on active learning required. - Prerequisite Definition: To take this course you must: Have taken the following Courses 34CIS261 min grade C-, or 20IT206 min grade C-, or 18IT206 min grade C-, or 32IT206 min grade C-, or IT1090C min grade C-.",11.0401
"IT3045C","IT","3045C","CONTEMPORARY PROGRAMMING",3,"IT","Undergraduate","This course deals with advanced programming techniques and design issues relating to enterprise-wide development. Topics include advanced object-oriented programming and techniques, database processing and database interfaces, and application testing and deployment using current enterprise application development tools and development and design methodologies. The course will cover both on presentation-tier development and back-end development. Hands-on active learning required. - Prerequisite Definition: To take this course you must: Have taken the following Courses IT1090C min grade C-, or 32IT205 min grade C-,32IT206 min grade C-, or 20IT205 min grade C-,20IT206 min grade C-, or 18IT205 min grade C-,18IT206 min grade C-.",11.0401
"IT3046C","IT","3046C","CLIENT-SIDE WEB PROGRAMMING",3,"IT","Undergraduate","Students will learn how to write a client-side web application using current technologies. Topics could include modern JavaScript programming, manipulating XHTML documents via the DOM, XML DOM programming, separation of code from page content and style information, creating rich interactive user interfaces and applications with AJAX, validation of form data using RegEx, using external data in XML, JSON, and other data formats in mashups, common JavaScript libraries. Hands-on Active learning is required. - Prerequisite Definition: To take this course you must: Have taken the following Courses 18IT220 min grade C-, or 28CS142 min grade C-, or 34CIS201 min grade C-, or 20IT220 min grade C-, or 32IT220 min grade C-, or IT2040C min grade C-.",11.0401
"IT3047C","IT","3047C","WEB SERVER APPLICATION DEV",3,"IT","Undergraduate","This course covers development of dynamic web site using ASP.NET web application framework (or other current framework). It includes the following topics: input validation, master pages, site navigation, database back-end, membership and roles, web services, website deployment and web parts. Hands-on active learning is required. - Prerequisite Definition: To take this course you must: Have taken the following Courses 18IT345 min grade C-, or 34CIS374 min grade C-, or 20IT345 min grade C-, or IT2060C min grade C-,IT3045C min grade C-, or 32IT345 min grade C-.",11.0401
"IT3060C","IT","3060C","DATABASE MANAGEMENT II",3,"IT","Undergraduate","The course covers database design and advanced database development. Topics include, but are not limited to, logical and physical database design, stored procedures, triggers, back up, security, transaction management, concurrency control, etc. An enterprise database management system will be used in the course. Hands-on active learning required. - Prerequisite Definition: To take this course you must: Have taken the following Courses 18IT209 min grade C-, or 20IT209 min grade C-, or 32IT209 min grade C-, or 34CIS274 min grade C-, or 28CS175 min grade C-, or IT2060C min grade C-.",11.0401
"LATN1001","LATN","1001","INTENSIVE LATIN 1",5,"LATN","Undergraduate","Accelerated introduction to Latin grammar and reading. The first in a two-part course sequence. Completion of the sequence fulfills various college language requirements. Students should confirm the language requirement with their home college.",16.1203
"LATN1002","LATN","1002","INTENSIVE LATIN 2",5,"LATN","Undergraduate","Accelerated introduction to Latin grammar and reading. The second in a two-part course sequence.Completion of the sequence fulfills various college language requirements. Students should confirm the language requirement with their home college. Pre-Requisite: To take this course you must: Have taken the following Courses 15LATN104 min grade D-,15LATN105 min grade D-, or 34LATN104 min grade D-,34LATN105 min grade D-, or LATN1001 min grade D-.",16.1203
"LATN1011","LATN","1011","ELEMENTARY LATIN 1",3,"LATN","Undergraduate","An introduction to Latin grammar and the reading of simple prose. The first in a two-part course sequence. Completion of LATN 1011, 1012 and LATN 2011, 2012 fulfills various college language requirements. Students should confirm the languagerequirement with their home college.",16.1203
"LATN1012","LATN","1012","ELEMENTARY LATIN 2",3,"LATN","Undergraduate","An introduction to Latin grammar and the reading of simple prose and poetry. The second in a two-part course sequence. Completion of LATN 1011,1012 and LATN 2011, 2012 fulfills various college language requirements. Students should confirm thelanguage requirement with their home college. Pre-Requisite: To take this course you must: Have taken the following Courses 15LATN102 min grade D-, or LATN1011 min grade D-.",16.1203
"LATN2011","LATN","2011","INTERMED. LATIN 1",3,"LATN","Undergraduate","Intensive review of basic Latin combined with selected readings in prose and poetry. The first in a two-part course sequence. Completion of LATN 1011, 1012 and LATN 2011, 2012 fulfills various college language requirements. Students should confirm the language requirement with their home college. Pre-Requisite: To take this course you must: Have taken the following Courses 15LATN103 min grade D-, or LATN1001 min grade D-, or LATN1012 min grade D-.",16.1203
"LATN2012","LATN","2012","INTERMED LATIN 2",3,"LATN","Undergraduate","Intensive review of basic Latin combined with selected readings in poetry and prose. The second in a two-part course sequence. Completion of LATN 1011, 1012 and LATN 2011, 2012 fulfills various college language requirements. Students should confirm the language requirement with their home college. Pre-Requisite: To take this course you must: Have taken the following Courses 15LATN212 min grade D-, or LATN2011 min grade D-.",16.1203
"LSLS2005","LSLS","2005","PHONICS ECE",3,"LSLS","Undergraduate","This course focuses on the letter-sound correspondences and common spelling patterns that help students decode and spell words in the English language and the application of the principles of phonics to instruction in the early grades. Students will learn how to use phonics to support students in word identification, vocabulary, and spelling. Pre-Requisite: To take this course you must: Be at least a Sophomore.",13.121
"MATH0004","MATH","0004","PREP MATH",2,"MATH","Undergraduate","A review of the arithmetic operations involving whole numbers, fractions, decimals, percents, and signed numbers; introductory work with exponentiation, root extraction; measurement. Algebra is introduced as the generalization of theprocesses of arithmetic. Problem solving is emphasized. Note: This is a half-semester course.",27.0101
"MATH0029","MATH","0029","MATH LITERACY",3,"MATH","Undergraduate","This is a developmental course designed to prepare students for college-level QR requirements in the non STEM programs. Students will solve problems that require understanding of ratios, rates, and scaling. Students will also learn the language and structure of algebra as well as how to represent relationships between quantities in multiple ways.In particular, students will learn to solve problems that require an understanding of functions and modeling with functions. - Prerequisite Definition: To take this course you must: Have taken the following Courses 28MATH104 min grade C-, or 32MATH104 min grade C-, or 34MATH104 min grade C-, or MATH0004 min grade C-, or MATH0020 min grade C-, or MATH0030 min grade C-. Taken the following test UCPT MATH min score of 260.",27.0101
"MATH0030","MATH","0030","FUND. OF ALG.",3,"MATH","Undergraduate","A review of high school algebra. Topics include operations with integers and rational numbers, properties of real numbers, work with measurements, simplify and evaluate algebraic expressions, and elements of geometry.",27.0101
"MATH0031","MATH","0031","INTRO ALGEBRA",3,"MATH","Undergraduate","Further topics from high school algebra, includingexponents, polynomials, linear equations and inequalities, quadratic and radical equations. Pre-Requisite: To take this course you must: Have taken the following Course MATH0030 min grade C-. Taken the following test UCPT MATH min score of 290.",27.0101
"MATH0032","MATH","0032","INTRO ALG I",2,"MATH","Undergraduate","A review of high school algebra. Topics include operations with integers and rational numbers, properties of real numbers, algebraic expressions,linear equations and inequalities in one variable,introduction to functions, graphing equations in two variables, slope, equations of lines, systems of equations, applications. Note: This is a half-semester course.",27.0101
"MATH0033","MATH","0033","INTRO ALG II",2,"MATH","Undergraduate","Further topics from high school algebra, includingexponents, polynomials, factoring, rational functions, applications. Note: This is a half-semester course.",27.0101
"MATH0034","MATH","0034","INTERMED ALG",3,"MATH","Undergraduate","Review of introductory algebra, graphing of functions, inequalities and absolute value, radicals, roots and rational exponents, complex numbers, quadratic equations, exponential and logarithmic functions, right triangle trigonometry, applications. Pre-Requisite: To take this course you must: Have taken the following Courses 15MATH133 min grade C-, or 28MATH133 min grade C-, or 34MATH133 min grade C-, or 42MATH092 min grade C-, or MATH0031 min grade C-, or MATH0033 min grade C-. Taken the following test UCPT MATH min score of 370.",27.0101
"MATH1008","MATH","1008","FOUNDATIONS OF QR",3,"MATH","Undergraduate","Project-based course, emphasizing problem-solving,model-building, and basic data manipulation in real world contexts. Topics include: problem-solving, statistical reasoning, linear andexponential modeling, and modeling with geometry. Prereq: at least 420 on the MPT recommended.",27.0101
"MATH1021","MATH","1021","COLLEGE ALGEBRA",3,"MATH","Undergraduate","Study of linear, polynomial, rational, exponential, and logarithmic functions, systems of linear equations, systems of inequalities and modeling with functions. - Prerequisite Definition: To take this course you must: Have taken the following Courses 15MATH134 min grade C-, or 15MATH139 min grade C-, or 15MATH139B min grade C-, or 15MATH173 min grade C-, or 28MATH134 min grade C-, or 28MATH173 min grade C-, or 34MATH134 min grade C-, or 34MATH173 min grade C-, or 42MATH101 min grade C-, or MATH0025 min grade C-, or MATH0034 min grade C-, or MATH0039 min grade C-. Taken one of these tests ACT MATH min score of 25, or SAT MATH min score of 650, or UCPT MATH min score of 430.",27.0101
"MATH1022","MATH","1022","TRIGONOMETRY",3,"MATH","Undergraduate","Preparation for students who need trigonometry forcalculus and/or physics. Right triangle trigonometry, trigonometric functions and graphs, trigonometric identities, vectors, conic sections,polar coordinates. Pre-Requisite: To take this course you must: Have taken the following Courses 15MATH121Z min grade C-, or 15MATH174 min grade C-, or 28MATH174 min grade C-, or 32MATH174 min grade C-, or 34MATH174 min grade C-, or MATH1021 min grade C-, or MATH1974 min grade C-. Taken one of these tests ACT MATH min score of 26, or SAT MATH min score of 670, or UCPT MATH min score of 550.",27.0101
"MATH1026","MATH","1026","PRE CALC",5,"MATH","Undergraduate","Study of functions, equations and systems of equations, sequences and series, trigonometry, andvectors, and assumes prior exposure to these topics. This course helps prepare students for the4 credit hour calculus sequence (MATH 1061 and 1062). Pre-Requisite: To take this course you must: Have taken the following Courses 15MATH121Z min grade C-, or 15MATH174 min grade C-, or 28MATH174 min grade C-, or 32MATH174 min grade C-, or 34MATH174 min grade C-, or MATH1021 min grade C-, or MATH1974 min grade C-. Taken one of these tests ACT MATH min score of 26, or SAT MATH min score of 670, or UCPT MATH min score of 550.",27.0101
"MATH1044","MATH","1044","APPLIED CALC I",3,"MATH","Undergraduate","The first part of a two semester sequence (MATH1044 and 1045) of courses on calculus appropriate for students in business and life sciences. Topics covered include functions, graphs, limits, continuity, properties of exponential and logarithmic functions, differentiation, curve sketching, optimization andthe definite integral. Pre-Requisite: To take this course you must: Have taken the following Courses 15MATH121Z min grade C-, or 15MATH174 min grade C-, or 15MATH181 min grade C-, or 15MATH224 min grade C-, or 15MATH225 min grade C-, or 15MATH225H min grade C-, or 15MATH250 min grade C-, or 28MATH174 min grade C-, or 28MATH181 min grade C-, or 28MATH224 min grade C-, or 32MATH174 min grade C-, or 32MATH179 min grade C-, or 34MATH174 min grade C-, or 34MATH181 min grade C-, or MATH1021 min grade C-, or MATH1022 min grade C-, or MATH1026 min grade C-, or MATH1059 min grade C-. Taken one of these tests ACT MATH min score of 26, or SAT MATH min score of 670, or UCPT MATH min score of 570.",27.0101
"MATH1045","MATH","1045","APPLIED CAL II",3,"MATH","Undergraduate","The second part of a two semester sequence (MATH1044 and 1045) on calculus appropriate for students in business and life sciences. Topics covered include antidifferentiation, the fundamental theorem of calculus, functions of two variables, partial derivatives, maxima and minima,Lagrange multipliers and applications to probability and other areas. Pre-Requisite: To take this course you must: Have taken the following Courses 15MATH226 min grade C-, or 15MATH226H min grade C-, or 15MATH251 min grade C-, or 28MATH226 min grade C-, or 28MATH251 min grade C-, or 34MATH226 min grade C-, or MATH1044 min grade C-, or MATH1060 min grade C-, or MATH1061 min grade C-.",27.0101
"MATH1061","MATH","1061","CALCULUS I",4,"MATH","Undergraduate","The first part of a three semester sequence of courses on calculus (MATH 1061, 1062, 2063) for students in engineering and science. Topics covered include functions, limits and continuity, differentiation, applications of the derivative, optimization, antiderivatives, fundamental theoremof calculus, definite and indefinite integrals. Pre-Requisite: To take this course you must: Have taken the following Courses 15MATH181 min grade C-, or 15MATH250 min grade C-, or 28MATH181 min grade C-, or 28MATH250 min grade C-, or 32MATH179 min grade C-, or 32MATH181 min grade C-, or 34MATH181 min grade C-, or MATH1022 min grade C-, or MATH1026 min grade C-, or MATH1059 min grade C-. Taken one of these tests ACT MATH min score of 29, or SAT MATH min score of 710, or UCPT MATH min score of 750.",27.0101
"MATH1062","MATH","1062","CALCULUS II",4,"MATH","Undergraduate","The second part of a three semester sequence of courses on calculus (MATH 1061, 1062, 2063) for students in engineering and science. Topics covered include techniques of integration, applications of the integral, sequences and series, and vectors. Pre-Requisite: To take this course you must: Have taken the following Courses 15MATH252 min grade C-, or 15MATH252H min grade C-, or 15MATH261 min grade C-, or 28MATH252 min grade C-, or 28MATH262 min grade C-, or 32MATH245 min grade C-, or 34MATH262 min grade C-, or MATH1060 min grade C-, or MATH1061 min grade C-, or MATH2961 min grade C-.",27.0101
"MATH2063","MATH","2063","MULTIVARIABLE CALC",4,"MATH","Undergraduate","Study of lines and planes, vector-valued functions, partial derivatives and their applications, multiple integrals, and calculus of vector fields. Pre-Requisite: To take this course you must: Have taken the following Courses 15MATH253 min grade C-, or 15MATH253H min grade C-, or 28MATH253 min grade C-, or 28MATH263 min grade C-, or 34MATH263 min grade C-, or MATH1062 min grade C-, or MATH2953 min grade C-.",27.0101
"MATH2073","MATH","2073","DIFFERENTIAL EQNS",3,"MATH","Undergraduate","Study of first-order differential equations (linear, separable, exact, homogenous), second-order linear homogeneous differential equations with constant coefficients, Euler equations, higher-order linear differential equations. Covers linear dependence for solutions of a second-order linear homogeneous differential equation, Wronskians, the method of undetermined coefficients, the method of variation of parameters, series solutions of second-order linear differential equations, regular singular points, and the Laplace transform. Pre-Requisite: To take this course you must: Have taken the following Courses 15MATH253 min grade C-, or 15MATH253H min grade C-, or 28MATH253 min grade C-, or 28MATH263 min grade C-, or 34MATH263 min grade C-, or MATH1062 min grade C-, or MATH2953 min grade C-.",27.0101
"MATH2076","MATH","2076","LINEAR ALGEBRA",3,"MATH","Undergraduate","Study of linear equations, matrices, Euclidean n-space and its subspaces, bases, dimension, coordinates, orthogonality, linear transformations, determinants, eigenvalues and eigenvectors, diagonalization. Pre-Requisite: To take this course you must: Have taken the following Courses 15MATH253 min grade C-, or 15MATH253H min grade C-, or 28MATH253 min grade C-, or 28MATH263 min grade C-, or 34MATH263 min grade C-, or MATH1062 min grade C-, or MATH2953 min grade C-.",27.0101
"MDAS1000","MDAS","1000","CUST SERV FOR MA",3,"MDAS","Undergraduate","With recent changes in US Healthcare policy and the advent of Patient Centered Medical Homes, today's Medical Assistants are working more closely with physicians and patients in managing the patient's medical care. This course is designed to equip the medical assisting student tobe able to adapt to these added responsibilities and to do so in a manner that provides excellent customer service to their patients. Topics of instruction include: The Medical Assistant's changing role in health care, communication, patient education, understanding and conveying office policies, critical thinking and problem solving, defusing anger, telephone and email etiquette and managing patient expectations.",51.0801
"MDAS1010C","MDAS","1010C","ADMIN MED ASSIST I",3,"MDAS","Undergraduate","This course provides an introduction to the fundamentals of administrative skills required in an ambulatory care medical office environment. Lecture and lab topics include professional and legal aspects of medical assisting, an overview ofthe medical record and patient registration and appointment scheduling. Student learning outcomes are in adherence with the Medical Assisting Education Review Board's current accreditation standards. Pre-Requisite: To take this course you must: Be enrolled in the following Plan MDAS-C2.",51.0801
"MDAS1011C","MDAS","1011C","ADMIN MED ASSIST II",3,"MDAS","Undergraduate","This course provides an introduction to the basicsof medical practice finances and provides opportunities for integration of skills learned inAdministrative Medical Assisting I. Lecture and lab topics include accounts payable/receivable, managed care insurance, procedural and diagnostic coding. Student learning outcomes are in adherencewith the Medical Assisting Education Review Board's current accreditation standards. Pre-Requisite: To take this course you must: Have taken the following Course 34MA141 min grade C-. Be enrolled in the following Plan MDAS-C2.",51.0801
"MDAS1020C","MDAS","1020C","CLIN MED ASSIST I",4,"MDAS","Undergraduate","This course provides an introduction to the fundamentals of clinical skills required in an ambulatory care environment. Lecture and lab topics include scope of practice in clinical medical assisting, Personal Protective Equipment, Bloodborne Pathogens training, Obtaining Vitals, Height & Weight. Student learning outcomes are in adherence with the Medical Assisting Education Review Board's current accreditation standards. - Prerequisite Definition: To take this course you must: Be enrolled in the following Plan MDAS-C2.",51.0801
"MDAS1021C","MDAS","1021C","CLIN MED ASSIST II",4,"MDAS","Undergraduate","This course provides an introduction to more advanced clinical skills required of entry-level medical assistants in an ambulatory care environment. Lecture and lab topics include taking a personal history, charting chief complaint, performing phlebotomy, EKG, spirometry and patient education. Student learning outcomes are in adherence with the Medical Assisting Education Review Board's current accreditation standards. - Prerequisite Definition: To take this course you must: Have taken the following Course MDAS1020C min grade C-. Be enrolled in the following Plan MDAS-C2.",51.0801
"MDAS1030C","MDAS","1030C","COMP MEDICAL OFFICE",2,"MDAS","Undergraduate","Exposure and orientation to the usage of computer technology in the medical office using computerized medical office software simulation. Topics include: hardware and medical software, health care networks and information systems, inputting patient information and electronic data entry. (For Medical Assisting & Multi-Skilled Health Technology Students)",51.0716
"MDAS1040L","MDAS","1040L","MED ASST PRACTICUM",4,"MDAS","Undergraduate","This course provides the opportunity for the Medical Assistant student to practice entry level administrative & clinical medical office skills. Students will be placed in an ambulatory care setting and are expected to complete a total of 200 hours working without pay under the direct supervision of an assigned preceptor. - Prerequisite Definition: To take this course you must: Have taken the following Courses 34ALH187 min grade C-,34MA141 min grade C-,34MA142 min grade C-, or ALH1005 min grade C-,MDAS1011C min grade C-,MDAS1021C min grade C-. Be enrolled in the following Plan MDAS-C2.",51.0801
"MDAS1041","MDAS","1041","MED ASST SEMINAR",2,"MDAS","Undergraduate","This course is to be taken concurrently with the Medical Assisting Practicum. The primary purpose of this course is to help students to better integrate into their practicum and into the medical assisting workforce by providing opportunities for the students to share their practicum experience with each other and to discuss the differences between textbook and ""realworld"" practices of medical assisting. Additionally, students will begin to prepare for the national certifying exam offered by the American Association of Medical Assistants. Pre-Requisite: To take this course you must: Have taken the following Courses 34ALH187 min grade C-,34MA141 min grade C-,34MA142 min grade C-, or ALH1005 min grade C-,MDAS1011C min grade C-,MDAS1021C min grade C-. Be enrolled in the following Plan MDAS-C2.",51.0801
"MDL2001","MDL","2001","INTRO TO MDL FIELD",1,"MDL","Undergraduate","Students will learn initial middle school conceptsand experience middle school classrooms in an urban setting. Students will collect data regarding a school's state report card results, socio-economic data, and building rules and policies for teachers and students. During site visits, students will observe and interview classroom teachers, students and building personnel to learn how urban schools work.",13.1203
"MET2030","MET","2030","MFG PROCESSES",3,"MET","Undergraduate","The objective of the course is to give students the ability to select and apply appropriate manufacturing processing methods for parts having modest accuracy requirements. The course introduces the fundamentals of materials and manufacturing properties. It demonstrates various metal casting and forming processes and various joining processes. It also discusses traditional and advanced machining processes including their cutting-tool properties and cutting fluids. Pre-Requisite: To take this course you must: Have taken the following Courses MET1072C min grade D-,ENED1091 min grade D-.  MET-BSMET, METN-AAS.",14.3601
"MFTN1001","MFTN","1001","INTRO TO MFTN",1,"MFTN","Undergraduate","The first year experience course is an introduction to Clermont College and the Manufacturing Engineering Technology Program. Topics will include a brief history of manufacturing, careers in manufacturing, safety inmanufacturing, engineering ethics, tools used in manufacturing, as well as skills and attributes tobe successful in the manufacturing industry. In addition to lectures, in this course students willcomplete ""hands on"" learning activities designed to prepare them for future coursework. Students will also receive training in professional skills such as communication, teamwork, problem solving, and synthesis.",15.0613
"MFTN1010C","MFTN","1010C","MANUFACT MATERIALS",3,"MFTN","Undergraduate","This course is designed to inform students about the different materials used in manufacturing. Students will be introduced to material identification, material testing, and properties of materials, as well as heat treatment processes.Materials discussed include but are not limited tometals, polymers, and composites.",15.0613
"MFTN1074C","MFTN","1074C","FLUID & AIR POWER",3,"MFTN","Undergraduate","Students will experience hands on learning coupledwith theory to investigate the world of hydraulicsand pneumatics. The student will utilize trainers for the particular power they are assigned. The course includes projects and research in application of fluid and air power sources. Topicsinclude Flow meters, manual, solenoid, Air Piloted, and Flow Control valves for air, Manual Direction Control, Check, Needle, and flow controlvalves for hydraulics. Hydraulic and Pneumatic symbols and schematics. Resistance in pipes, vacuums and venturies, Contamination and filers. Terminology and practical examples of what to use and what not to use are also covered. Pre-Requisite: To take this course you must: Have taken the following Course EGTN1025C min grade C-.",15.0613
"MFTN1099C","MFTN","1099C","PRIN MACHINING",3,"MFTN","Undergraduate","Introduction to machining technology with hands-onuse of machine tools used in industry.",14.3601
"MFTN2014C","MFTN","2014C","INTRO TO GD&T",3,"MFTN","Undergraduate","This course familiarizes the student with standards and techniques of GD&T, as well as, general tolerancing practices. Students will be exposed to design criteria and the choices involved. Students will understand the importance of GD&T when designing for interchangeability. Students will do hands on CAD drawings that reflect the GD&T symbolism.",14.3601
"MFTN2035C","MFTN","2035C","LEAN MFG",3,"MFTN","Undergraduate","Introduction to Lean Manufacturing",15.0613
"MFTN2071C","MFTN","2071C","CIM AND ROBOTICS",3,"MFTN","Undergraduate","As an introduction to CIM, course work covers components needed to facilitate manufacturing processes controlled by computers. Overview of production processes needed, equipment required, control functions, and applications. Covering subjects such as robotics, CAD, CAM, CNC, quality control, management, plant layout, and system integration.",15.0613
"MFTN2073C","MFTN","2073C","METROLOGY & INSPECT",3,"MFTN","Undergraduate","This course introduces students to measurement instruments, inspections processes and techniques.Students will use common and specialized items of metrology to verify part correctness. Students will also examine the use of tolerances and their applications for accuracy. Topics include NationalStandards, accuracy fundamentsls, coordinate measuring machines (CMM), and the cost of production without inspection.",15.0613
"MFTN2076C","MFTN","2076C","PLANT LAYOUT",3,"MFTN","Undergraduate","Course introduces students to critical factors in designing an effective plant layout. Included in the course will be an analysis of the flow of materials, equipment and people through the facility. Specific topics will include selection of location, machine footprint, lighting, floor structure, beam considerations, crane function andlocation, and parking. Students will examine Greenbuilding technology.",15.0613
"MFTN2085C","MFTN","2085C","SPECIAL TOPICS CAD",3,"MFTN","Undergraduate","Computer Aided Design software and Drafting Practices in a typical CAD environment. Students will: acquire skills in upper level CAD software, explain contraints and datum used in drawings, explain the reasons for various views and details,produce prints with professional appearances.",15
"MGMT1050","MGMT","1050","INTRO TO BUSINESS",3,"MGMT","Undergraduate","FYE course that provides an introduction to the university, opportunity to explore business programs and career opportunities, and overview ofbusiness structure and issues.",52.0701
"MGMT1080","MGMT","1080","PROB SOLVING TOOLS",3,"MGMT","Undergraduate","FYE course that provides an introduction to the college and an opportunity to explore business programs and career opportunities. Application andconstruction of the problem solving team tools within a team setting.",52.0201
"MGMT1085","MGMT","1085","DEC MAKING TOOLS",3,"MGMT","Undergraduate","FYE course that provides an introduction to the college and an opportunity to explore business programs and career opportunities. Application andconstruction of the decision making team tools within a team setting.",52.0201
"MGMT2070","MGMT","2070","FUND OF MANAGEMENT",3,"MGMT","Undergraduate","This course is an introduction to theories and techniques of management. Course topics include an overview of managerial functions, organizational communication and group theories. The course emphasizes on the application of management skills by responding to a variety of case scenarios that require identifying the case problem and deciding on an appropriate remedy. This course is intended for the Associate of Applied Business (AAB) program, and does not apply toward a Bachelors in Business Administration (BBA).",52.0201
"MGMT2072","MGMT","2072","FUND OF HUMAN RES",3,"MGMT","Undergraduate","This course is an introduction to human resource management concepts, issues, and functions. Specifically, the concepts and functions of recruitment, selection, training, and development,EEO/Affirmative Action, performance appraisals, reward systems, employee benefits, unions, collective bargaining and employee relations. The course will emphasize on the applied nature of thecourse by focusing on the use case scenarios. Thiscourse is intended for the Associate of Applied Business (AAB) program, and does not apply toward a Bachelors in Business Administration (BBA).",52.1001
"MGMT2075","MGMT","2075","FUND OF HUMAN RELA",3,"MGMT","Undergraduate","The course emphasizes the human aspects of organizations that contribute to individual and collective effectiveness; practical and theoretical areas of motivation and leadership. The course utilizes self assessments, application scenarios and case studies to emphasize the applied nature of this course. This course is intended for the Associate of Applied Business (AAB) program, and does not apply toward a Bachelors in Business Administration (BBA).",52.0204
"MGMT2081","MGMT","2081","FUND SM BUS MGMT",3,"MGMT","Undergraduate","An overview of critical issues faced by an entrepreneur starting a new small business including exploration of the variety of resources available to small businesses and considerations for day-to-day operations; key concepts will be used in writing a creative and effective business plan. This course is intended for the Associate ofApplied Business (AAB) program, it does not apply toward a Bachelors in Business Administration (BBA).",52.0201
